"APN","PROJECT NUMBER","NAME","ADDRESS","SITE_#","COMMUNITY","COUNCIL DISTRICT","DEVELOPMENT STAGE","CONSTRUCTION TYPE","HOUSING TYPE","HCIDLA FUNDED","LEVERAGE","TAX EXEMPT CONDUIT BOND","TDC","PHOTO","JOBS","DEVELOPER","MANAGEMENT COMPANY","CONTACT PHONE"
"2217009015","50055","HFL VANOWEN APARTMENTS","14419 W VANOWEN ST  VAN NUYS, CA 91405","1","VAN NUYS","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","1,225,000.00","5,917,180.00","0.00","7,142,180.00","http://hcidapp.lacity.org/mpphotos/050055/Photo/Website/CD%206%20-%20HFL%20Vanowen%20Apts.jpg","42","HFL VANOWEN APARTMENTS,","CARING HOUSING MINISTRIES","(626) 300-2447"
"2210021029","09-117301","MONTECITO TERRACES (SITE 2)","14726 W BLYTHE ST CA 91402","2","PANORAMA CITY","6","READY FOR OCCUPANCY","ACQUISITION + NEW CONSTRUCTION","SENIORS","3,035,582.00","21,684,852.00","0.00","24,720,434.00","http://hcidapp.lacity.org/mpphotos/09-117301/Photo/Website%20Site2/Montecito_14726_Blythe%20Site%202.png","212","AMCAL Montecito Terraces Fund L.P.","THE JOHN STEWART COMPANY","(213) 787-2700"
"2310025034","14-121651","THE FIESTA (FKA THE CAMPUS AT L.A. FAMILY HOUSING)","7860 N Simpson AVE  Los Angeles, CA 91605","1","SUN VALLEY","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","2,900,000.00","14,857,568.00","0.00","17,757,568.00","http://hcidapp.lacity.org/mpphotos/14-121651/Photo/Website/The%20Campus.png","162","L.A. Family Housing Corporation","JOHN STEWART COMPANY","(213) 787-2722"
"2644025255","70019","ASTURIAS SENIOR APTS.","9628 N VAN NUYS BLVD CA 91402","1","PANORAMA CITY","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","6,437,840.00","18,806,838.00","0.00","25,244,678.00","http://hcidapp.lacity.org/mpphotos/070019/Photo/Website/CD_7_-_Asturias_Sr._Apts._-_070019.png","161","META HOUSING CORPORATION,","WESTERN SENIORS HOUSING, INC.","(949) 748-8201"
"2629032001","15-122555","SUN VALLEY SENIOR VETERANS APARTMENTS","9041 N LAUREL CANYON BLVD CA 91352","1","SUN VALLEY","6","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","0.00","31,310,988.00","0.00","31,310,988.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"East LA Community Corporation","THE JOHN STEWART COMPANY","(213) 787-2700"
"2219007027","13-119141","WEST VALLEY TOWERS","14650 W SHERMAN WAY  VAN NUYS, CA 91405","1","VAN NUYS","6","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0.00","12,527,434.00","10,924,067.00","23,451,501.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","78","RETIREMENT HOUSING FOUNDATION,","RETIREMENT HOUSING FOUNDATION,","N/A"
"2644025006","60069","VILLAS LAS AMERICAS","9618 N VAN NUYS BLVD 1-55 CA 91402","1","PANORAMA CITY","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","4,657,000.00","14,709,148.00","0.00","19,366,148.00","http://hcidapp.lacity.org/mpphotos/060069/Photo/Website/CD%207%20-%20Villas%20Las%20Americas%20-%20060069.jpg","134","W.O.R.K.S.,","JOHN STEWART COMPANY","N/A"
"2210020003","09-117301","MONTECITO TERRACES","14653 W BLYTHE ST  VAN NUYS, CA 91402","1","PANORAMA CITY","6","READY FOR OCCUPANCY","ACQUISITION + NEW CONSTRUCTION","SENIORS","3,035,582.00","21,684,852.00","0.00","24,720,434.00","http://hcidapp.lacity.org/mpphotos/09-117301/Photo/Website/Montecito__14655_Blythe.png","212","AMCAL Montecito Terraces Fund L.P.","THE JOHN STEWART COMPANY","(213) 787-2700"
"2644025254","70022","CANTABRIA SENIOR APTS.","9640 N VAN NUYS BLVD CA 91402","1","PANORAMA CITY","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","7,561,160.00","23,323,383.00","0.00","30,884,543.00","http://hcidapp.lacity.org/mpphotos/070022/Photo/Website/CD%207%20-%20Cantabria%20Sr.%20Apts..jpg","188","Meta Housing Corporation","WESTERN SENIORS HOUSING, INC.","(949) 748-8201"
"2654037081","80001","ANDALUCIA SENIOR APARTMENTS","15305 W LANARK ST CA 91406","1","NORTH HILLS","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","9,000,040.00","21,031,906.00","0.00","30,031,946.00","http://hcidapp.lacity.org/mpphotos/080001/Photo/Website/CD%206%20-%20Andalucia%20Sr.%20Apts.%20-%20080001.JPG","274","META HOUSING CORPORATION,","WESTERN SENIORS HOUSING, INC.","(949) 748-8201"
"2629019017","40052","PALM VILLAGE SR","9034 N LAUREL CANYON BLVD CA 91352","1","SUN VALLEY","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","1,772,385.00","8,934,200.00","0.00","10,706,585.00","http://hcidapp.lacity.org/mpphotos/040052/Photo/Website/CD_6_-_Palm_Village_Apts[1].png","65","Gubb and Barshay","LTSC COMMUNITY DEVELOPMENT CORPORATION","(213) 473-1689"
"2210027012","20206","SATICOY GARDENS","14649 W SATICOY ST  VAN NUYS, CA 91405","1","VAN NUYS","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","LARGE FAMILY / WAIVER REQUIRED","2,003,000.00","4,126,190.00","1,100,000.00","7,229,190.00","http://hcidapp.lacity.org/mpphotos/020206/Photo/Website/CD%206%20-%20Saticoy%20Gardens%20Apts..jpg","45","LA FAMILY HOUSING CORP.,","THE JOHN STEWART COMPANY","(213) 833-1860 x203"
"2651009078","11-118591","TOBIAS TERRACE APARTMENTS","9247 N VAN NUYS BLVD 1-56 CA 91402","1","PANORAMA CITY","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","4,856,000.00","12,875,942.00","0.00","17,731,942.00","http://hcidapp.lacity.org/mpphotos/11-118591/Photo/Website/11-118591.JPG","124","META HOUSING CORPORATION","SOLARI ENTERPRISES, INC","(714) 282-2520 x201"
"2409003046","17-124266","CASA DEL SOL","10966 W RATNER ST CA 91352","1","SUN VALLEY","6","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","8,065,143.00","0.00","0.00","8,065,143.00","http://hcidapp.lacity.org/mpphotos/17-124266/Photo/Website/casa%20del%20sol%204-28-17.JPG",,"A Community of Friends","BARKER MANAGEMENT, INC.","(714) 533-3450"
"2651012028","10-117630","WILLIS AVENUE APARTMENTS","14731 W RAYEN ST 1-42 CA 91402","1","PANORAMA CITY","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","3,119,057.00","14,281,039.00","0.00","17,400,096.00","http://hcidapp.lacity.org/mpphotos/10-117630/Photo/Website/10-117630.JPG","152","A Communitiy of Friends","A COMMUNITY OF FRIENDS,","(213) 480-0809 x227"
"2537001032","10-117638","OSBORNE PLACE APARTMENTS","12230-12232 W Osborne PL  Los Angeles, CA 91331","1","PACOIMA","7","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","816,074.00","27,660,460.00","0.00","28,476,534.00","http://hcidapp.lacity.org/mpphotos/10-117638/Photo/Website/10-117638%20.JPG","266","A COMMUNITY OF FRIENDS,","BARKER MANAGEMENT, INC.","(213) 725-2897"
"2536015225","50033","OSBORNE FAMILY","12360 W OSBORNE ST 1-2 CA 91331","1","PACOIMA","7","READY FOR OCCUPANCY","NEW CONSTRUCTION","LARGE FAMILY / WAIVER REQUIRED","2,754,000.00","14,999,914.00","0.00","17,753,914.00","http://hcidapp.lacity.org/mpphotos/050033/Photo/Website/CD_7_-_Osborne_Family_Apts..png","107","DECRO CORPORATION,","FPI MANAGEMENT","(714) 641-5110"
"2654032001","50008","COLUMBUS PERMANENT","8906 N COLUMBUS AVE 1-6 CA 91343","1","NORTH HILLS","7","READY FOR OCCUPANCY","REHAB","SPECIAL NEEDS","557,200.00","466,000.00","250,000.00","1,273,200.00","http://hcidapp.lacity.org/mpphotos/050008/Photo/Website/CD%207%20-%20Columbus%20Permanent%20-%20050008.jpg","7","PENNY LANE CENTERS,","ABBEY ROAD, INC.","(818) 892-3423"
"2611007023","15-122400","SYLMAR COURT APTS.","12415 N SAN FERNANDO RD  SYLMAR, CA 91342","1","SYLMAR","7","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","5,975,000.00","27,197,810.00","7,944,000.00","41,116,810.00","http://hcidapp.lacity.org/mpphotos/15-122400/Photo/Website/Sylmar%20Court.jpg","407","Meta Housing Corporation","SOLARI ENTERPRISES, INC.","(714) 282-2520 x220"
"2654001052","70030","ORION GARDENS APARTMENTS","8955 N ORION AVE 1-32 CA 91343","1","NORTH HILLS","7","READY FOR OCCUPANCY","ACQUISITION + NEW CONSTRUCTION","FAMILY","3,125,520.00","11,362,911.00","0.00","14,488,431.00","http://hcidapp.lacity.org/mpphotos/070030/Photo/Website/DSCN2054.JPG","114","DECRO ORION APARTMENTS, L.P.","FPI MANAGEMENT","(714) 641-5110 x419"
"2556022033","08-117194","BURNS MANOR","8155 W FOOTHILL BLVD CA 91040","1","SUNLAND","7","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0.00","9,454,441.00","5,245,559.00","14,700,000.00","http://hcidapp.lacity.org/mpphotos/08-117194/Photo/Website/burnsmanor8155foothill_.png",,"Volunteers of America National Services","BARKER MANAGEMENT, INC.","(714) 533-3450"
"2611010055","60009","EL DORADO FAMILY APARTMENTS","12129 N EL DORADO AVE CA 91342","1","SYLMAR","7","READY FOR OCCUPANCY","ACQUISITION + NEW CONSTRUCTION","FAMILY","5,800,000.00","15,462,252.00","0.00","21,262,252.00","http://hcidapp.lacity.org/mpphotos/060009/Photo/Website/CD%207%20-%20El%20Dorado%20Family%20Apts..JPG","157","META HOUSING CORPORATION,","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"2604021032","12-118868","SEVEN PALMS APTS.","12831 N SAN FERNANDO ROAD CA 91342","1","SYLMAR","7","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","4,707,357.00","5,442,000.00","10,149,357.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Seven Palms Sylmar COGP, LLC","KDF COMMUNITIES LLC","(949) 719-1888 x201"
"2513006900","18-125040","METAMORPHOSIS ON FOOTHILL","13574 W FOOTHILL BLVD CA 91342","1","SYLMAR","7","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","10,340,000.00","0.00","0.00","10,340,000.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Clifford Beers Housing Inc","JOHN STEWART COMPANY","(213) 787-2700"
"2558034032","12-118770","DAY STREET APARTMENTS","7647 W DAY ST 1-3 CA 91042","1","TUJUNGA","7","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","1,745,082.00","12,860,088.00","0.00","14,605,170.00","http://hcidapp.lacity.org/mpphotos/12-118770/Photo/Website/Day%20Street.png","121","LA FAMILY HOUSING CORP.,","JOHN STEWART COMPANY","(213) 833-1860"
"2536015029","12-118879","MOONLIGHT VILLAS","12381 W OSBORNE ST CA 91331","1","PACOIMA","7","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","2,044,211.00","10,243,590.00","0.00","12,287,801.00","http://hcidapp.lacity.org/mpphotos/12-118879/Photo/Website/Moonlight%20Villas.png","103","Los Angeles Housing Partnership","BARKER MANAGEMENT INC","(213) 833-1860"
"2656018034","09-104740","CROSSINGS AT NORTH HILLS","9311 N SEPULVEDA BLVD 1-4 CA 91343","1","NORTH HILLS","7","READY FOR OCCUPANCY","ACQUISITION + NEW CONSTRUCTION","FAMILY","3,620,719.00","13,390,025.00","0.00","17,010,744.00","http://hcidapp.lacity.org/mpphotos/09-104740/Photo/Website/crossingnh1512_011-.png","79","UHC 00317 North Hills Development LLC","ABODE COMMUNITIES","(213) 629-2702"
"2654002169","40071","WOODLAND TERRACE","15532 W NORDHOFF ST CA 91343","1","NORTH HILLS","7","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","1,758,184.00","10,482,585.00","0.00","12,240,769.00","http://hcidapp.lacity.org/mpphotos/040071/Photo/Website/CD%207%20-%20Woodland%20Terrace.JPG","80","A COMMUNITY OF FRIENDS,","BARKER MANAGEMENT, INC.","(213) 725-2897"
"2509003180","16-123141","VIVIENDAS DEL VALLE (RECAP) (SITE 3)","13230 N BROMONT AVE CA 91342","3","SYLMAR","7","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","13,824,218.00","7,875,467.00","21,699,685.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Abode Communities","ABODE COMMUNITIES","(213) 225-2780"
"2626005032","12-118939","LAUREL VILLAGE (RECAP)","9700 N LAUREL CANYON BLVD  PACOIMA, CA 91331","1","PACOIMA","7","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","13,426,883.00","9,100,000.00","22,526,883.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","97","Abode Communities","N/A","N/A"
"2532017068","11-117796","OSBORNE STREET APARTMENTS","12059 W OSBORNE ST CA 91331","1","LAKEVIEW TERRACE","7","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","3,805,976.00","15,063,116.00","0.00","18,869,092.00","http://hcidapp.lacity.org/mpphotos/11-117796/Photo/Website/11-117796.JPG","144","RELATED CALIFORNIA URBAN HOUSING, LLC","RELATED MANAGEMENT CO.","(949) 660-390"
"2582002017","11-117922","OAKRIDGE FAMILY HOMES","15455 GLENOAKS BLVD  LOS ANGELES, CA 91342","1","SYLMAR","7","READY FOR OCCUPANCY","REHAB","FAMILY","4,500,000.00","8,548,904.00","0.00","13,048,904.00","http://hcidapp.lacity.org/mpphotos/11-117922/Photo/Website/oakridge4714_002.png","102","LOS ANGELES HOUSING PARTNERSHIP INC.,","FPI MANAGEMENT","(714) 641-5110"
"5037025018","14-121612","KING 1101","1107 W MARTIN LUTHER KING, JR BLVD CA 90037","1","EXPOSITION PARK","8","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","3,930,000.00","11,730,808.00","0.00","15,660,808.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","85","Clifford Beers Housing, Inc.","LEVINE MANAGEMENT GROUP, INC","(310) 358-3489"
"6020020027","11-117842","FIGUEROA SENIOR HOUSING","7621 S FIGUEROA ST 1-11 CA 90044","1","VERMONT KNOLLS","8","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","4,650,000.00","6,013,775.00","0.00","10,663,775.00","http://hcidapp.lacity.org/mpphotos/11-117842/Photo/Website/11-117842.JPG","101","META HOUSING CORPORATION,","WESTERN SENIORS HOUSING, INC.","(949) 748-8201"
"6038010026","15-122499","88TH & VERMONT","8730 S VERMONT AVE CA 90044","1","VERMONT VISTA","8","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","11,580,000.00","0.00","0.00","11,580,000.00","http://hcidapp.lacity.org/mpphotos/15-122499/Photo/Website/88th%20vermont%2012-20-16.JPG","304","Women Organizing Resources, Knowledge and Services","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"5037015030","15-122535","ROLLAND CURTIS EAST","1077 W 38TH ST  LOS ANGELES, CA 90037","1","EXPOSITION PARK","8","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","1,000,000.00","0.00","0.00","1,000,000.00","http://hcidapp.lacity.org/mpphotos/15-122535/Photo/Website/028.JPG","283","Abode Communities","ABODE COMMUNITIES","(213) 629-2702"
"5058023044","06-117222","WINDWARD APTS (A/B) (SITE 20)","2210 S LA SALLE AVE CA 90018","20","WEST ADAMS","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"6032019034","14-121272","MARTHA BRYANT MANOR- RECAP","8300 S HOOVER ST CA 90044","1","VERMONT VISTA","8","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","7,558,174.00","4,410,000.00","11,968,174.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"BARKER MANAGEMENT, INC.","LEVINE MANAGEMENT GROUP, INC.","(310) 358-3489"
"5015013017","70172","TWO WORLD APARTMENTS (SITE 4)","4807 S GRAMERCY PL CA 90062","4","WEST VERNON","8","READY FOR OCCUPANCY","REHAB","SENIORS","3,225,000.00","17,094,146.00","0.00","20,319,146.00","http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site4/Two%20Worlds%20%204807%20Gramercy%20Pl.%20-%20070172.png","99","TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,","N/A","N/A"
"6020001037","16-123326","FLORENCE MOREHOUSE","910 W FLORENCE AVE 1-20 CA 90044","1","VERMONT KNOLLS","8","UNDERCONSTRUCTION","ACQUISITION + REHAB","FAMILY","3,014,663.00","12,913,795.00","1,377,000.00","17,305,458.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Century Affordable Development Inc","N/A","N/A"
"6040026034","05-117193","LEEWARD APTS.","230 W 88TH PL 1-12 CA 90003","1","VERMONT VISTA","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,103,994.00","10,208,936.00","17,312,930.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5055019031","06-117222","WINDWARD APTS (A/B)","2131 S HOOVER ST CA 90007","1","WEST ADAMS","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"6053015041","06-117222","WINDWARD APTS (A/B) (SITE 16)","111 W 99TH ST 1-4 CA 90003","16","VERMONT VISTA","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5005030026","14-121638","MIRAGE TOWN HOMES","5221 S WESTERN AVE CA 90062","1","WEST VERNON","8","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","0.00","6,604,569.00","0.00","6,604,569.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","57","Leela Enterprises","BUCKINGHAM PROPERTY MANAGEMENT","(559) 452-8250"
"5041023022","15-122549","METRO AT WESTERN","3651 S WESTERN AVE CA 90018","1","EXPOSITION PARK","8","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","0.00","0.00","0.00","0.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","129","Meta Housing Corporation","SOLARI ENTERPRISES INC.","(714) 282-2520"
"5036023014","11-118571","LA PRO II (SITE 3)","3909 S DENKER AVE CA 90062","3","EXPOSITION PARK","8","READY FOR OCCUPANCY","N/A","N/A","2,000,000.00","31,674,331.00","0.00","33,674,331.00","http://hcidapp.lacity.org/mpphotos/11-118571/Photo/Website%20Site3/la%20pro%20ii%2011-118571c.JPG","208","LA Pro II Preservation Limited Partnership","PRESERVATION PARTNERS MANAGEMENT GROUP","(310) 802-6671"
"4012018025","60013","MORGAN PLACE SENIOR APTS.","7305 S CRENSHAW BLVD CA 90043","1","HYDE PARK","8","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","5,281,147.00","8,428,737.00","0.00","13,709,884.00","http://hcidapp.lacity.org/mpphotos/060013/Photo/Website/CD%208%20-%20Morgan%20Place%20Sr.%20Apts..jpg","110","Abode Communities previously known as LA COMMUNITY DESIGN CENTER","ABODE COMMUNITIES","(213) 225-2772"
"6051023039","06-117222","WINDWARD APTS (A/B) (SITE 11)","733 E 108TH ST CA 90059","11","CENTURY PALMS/COVE","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"6071011007","06-117222","WINDWARD APTS (A/B) (SITE 12)","732 E 108TH ST CA 90059","12","CENTURY PALMS/COVE","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"6039016029","15-122886","E. VICTOR VILLA","555 W 92ND ST 1-46 CA 90044","1","VERMONT VISTA","8","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0.00","5,947,360.00","4,273,000.00","10,220,360.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Abode Communities","ABODE COMMUNITIES (PROP MGMT DIVISION)","(213) 629-0720"
"5036023007","05-117193","LEEWARD APTS. (SITE 9)","3918 S LA SALLE AVE CA 90062","9","EXPOSITION PARK","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,103,994.00","10,208,936.00","17,312,930.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5035025030","20010","SANTOS PLAZA APARTMENTS","1608 W 38TH PL CA 90062","1","EXPOSITION PARK","8","READY FOR OCCUPANCY","REHAB","SPECIAL NEEDS","1,185,000.00","5,219,539.00","0.00","6,404,539.00","http://hcidapp.lacity.org/mpphotos/020010/Photo/Website/CD_9_-_Santos_Plaza[1].png","37","A COMMUNITY OF FRIENDS,","A COMMUNITIY OF FRIENDS","(213) 480-0809 x223"
"5054020020","05-117217","LEXINGTON APARTMENTS A/B (SITE 6)","2521 S JULIET ST CA 90007","6","WEST ADAMS","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","6,771,719.00","10,247,566.00","17,019,285.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"6041003037","40005","LAS BRISAS","8760 S MAIN ST CA 90003","1","VERMONT VISTA","8","READY FOR OCCUPANCY","NEW CONSTRUCTION","LARGE FAMILY / WAIVER REQUIRED","5,616,938.00","10,809,341.00","0.00","16,426,279.00","http://hcidapp.lacity.org/mpphotos/040005/Photo/Website/CD%208%20-%20Las%20Brisas.jpg","97","AMCAL Multi-Housing, Inc(App)","JOHN STEWART COMPANY","N/A"
"5037019051","30160","VERMONT SENIORS BY CRA","3901 S VERMONT AVE CA 90037","1","EXPOSITION PARK","8","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","3,600,000.00","21,500,872.00","0.00","25,100,872.00","http://hcidapp.lacity.org/mpphotos/030160/Photo/Website/CD%208%20-%20Vermont%20Sr.%20I%20&%20%20II%20-%20030160.png","204","COMMUNITY REDEVELOPMENT AGENCY, LA","N/A","N/A"
"5003029016","07-117233","HDR I & II","1733 W 58TH ST CA 90062","1","WEST VERNON","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","8,116,043.00","6,787,000.00","14,903,043.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Spruce DEV LA, LLC","PK MANAGEMENT","(818) 808-0600"
"6051030019","06-117222","WINDWARD APTS (A/B) (SITE 13)","651 E 108TH ST CA 90059","13","CENTURY PALMS/COVE","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5005020011","11-118571","LA PRO II (SITE 4)","5311 S RUTHELEN ST CA 90062","4","WEST VERNON","8","READY FOR OCCUPANCY","N/A","N/A","2,000,000.00","31,674,331.00","0.00","33,674,331.00","http://hcidapp.lacity.org/mpphotos/11-118571/Photo/Website%20Site4/la%20pro%20ii%2011-118571b.JPG","208","LA Pro II Preservation Limited Partnership","PRESERVATION PARTNERS MANAGEMENT GROUP","(310) 802-6671"
"6013006021","80010","MENLO PARK","831 W 70TH ST 1-49 CA 90044","1","HARVARD PARK","8","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","6,925,014.00","18,286,197.00","0.00","25,211,211.00","http://hcidapp.lacity.org/mpphotos/080010/Photo/Website/080010.jpg","229","Advanced Development & Investments Inc.","FPI MANAGEMENT INC.","(714) 641-5110 x419"
"6051028006","05-117193","LEEWARD APTS. (SITE 15)","10510 S AVALON BLVD  Los Angeles, CA 90002","15","CENTURY PALMS/COVE","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,103,994.00","10,208,936.00","17,312,930.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5037017010","40067","ROYALS APARTMENTS (SITE 4)","3817 S WISCONSIN ST CA 90037","4","EXPOSITION PARK","8","READY FOR OCCUPANCY","REHAB","FAMILY","1,100,000.00","13,039,479.00","0.00","14,139,479.00","http://hcidapp.lacity.org/mpphotos/040067/Photo/Website%20Site4/royalswisconsin3817wisconsin315072of5(PNG).png","49","Preservation Partners Management Group, Inc.","PRESERVATION PARTNERS MANAGEMENT GROUP","(310) 802-6673"
"6038001020","70172","TWO WORLD APARTMENTS (SITE 2)","8640 S DENVER AVE 1-8 CA 90044","2","VERMONT VISTA","8","READY FOR OCCUPANCY","REHAB","SENIORS","3,225,000.00","17,094,146.00","0.00","20,319,146.00","http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site2/Two%20Worlds%20%208640%20S.%20Denver%20-%20070172.png","99","TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,","N/A","N/A"
"5054006007","06-117222","WINDWARD APTS (A/B) (SITE 8)","2730 S NORMANDIE AVE CA 90007","8","ADAMS-NORMANDIE","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5058021013","05-117217","LEXINGTON APARTMENTS A/B (SITE 10)","1835 W 25TH ST CA 90018","10","WEST ADAMS","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","6,771,719.00","10,247,566.00","17,019,285.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"6073004030","10342","TRI CITY APTS (AVALON, MARIPOSA, ROCKVIEW)","10803 S AVALON BLVD CA 90061","1","CENTURY PALMS/COVE","8","READY FOR OCCUPANCY","N/A","LARGE FAMILY / WAIVER REQUIRED","2,655,000.00","0.00","0.00","2,655,000.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"CORRIDOR ECONOMIC DEV. CORP.,","BARKER MANAGEMENT INCORPORATED","(714) 533-3450"
